seed,best_avg_reward,final_avg_reward,tail_iqm_avg_reward,convergence_episode,total_episodes
42,490.41,44.97,281.29910052910054,,1500
43,462.16,312.86,376.1137037037037,,1500
44,494.49,262.47,92.64920634920635,,1500
45,500.0,398.8,471.2232804232804,,1500
46,486.67,375.34,283.37132275132274,,1500
47,379.99,26.34,10.964814814814813,,1500
48,500.0,38.15,160.31746031746033,,1500
49,500.0,500.0,490.8480423280423,1250,1500
50,500.0,491.96,484.71095238095234,1462,1500
51,494.46,493.14,202.67238095238096,1473,1500
